-3.49353 -4.40956
21.4456 -17.4819
10.9084 31.3385
1.81978 43.7527
-42.6834 48.1752
-69.7118 25.5832
-43.539 29.0515
-68.5632 34.3617
-4.89797 -1.20765
-2.42603 -19.9737
24.1848 32.2605
30.3711 61.8541
-14.9517 59.288
-21.2411 17.3425
-21.7899 -11.192
-5.60384 35.2937
-34.3648 21.1642
-14.7806 62.803
-35.043 62.3864
-15.161 4.0576
-21.0022 36.2435
-17.2394 51.3611
19.9447 88.2644
-6.13302 32.7782
5.68726 53.7953
2.98678 14.1088
7.91549 32.1022
4.26962 98.5911
13.1281 53.0391
-54.8898 7.55623
-43.8702 -6.51433
9.63438 39.2528
0.603753 38.1179
-2.901 31.7459
-61.4887 31.4231
5.89071 15.5464
24.0701 34.5536
-61.876 -42.8393
-2.70165 39.7689
-16.3139 23.8319
27.3638 23.8061
7.17792 36.3765
28.6436 23.0679
53.367 -18.8813
17.4 16.9312
18.2808 -27.3226
-1.82928 26.01
-10.2015 -10.1687
-16.8808 25.7139
-1.72408 12.7478
-5.29365 -26.8459
-16.3908 -9.72535
-6.12085 1.03648
-15.1763 -20.4803
-24.4467 1.31528
-20.5827 41.0573
-8.48869 5.33742
-27.3663 9.81973
22.0351 52.4486
-5.21999 6.14482
-13.4943 -1.30177
17.6506 30.1864
7.71608 -3.48832
-12.49 25.4339
15.2919 42.4055
-24.3569 27.5233
19.635 -3.54178
-27.1061 24.3318
-15.2007 12.5013
-4.35711 21.5039
18.706 -20.1064
40.9331 -19.6611
1.43744 -20.5541
-9.16306 -12.2261
5.77051 43.5224
-58.7398 -0.749408
-6.90369 41.5284
-20.5772 -36.0181
-20.6946 56.6356
0.366907 44.8291
21.7496 1.12058
30.6156 49.0457
-5.5961 -3.2429
-15.8236 11.034
-16.1674 44.0097
-0.718721 65.6733
-19.9621 24.6205
-7.9513 27.2144
22.5754 21.578
-0.846372 22.6596
-26.8283 41.6487
18.3987 17.3727
19.5004 14.7865
-39.037 1.03684
6.59091 -12.9131
-65.019 13.401
-51.7699 -1.23597
38.853 55.2752
3.71633 7.20384
17.9495 -14.5696
-3.80243 5.5059
19.781 -32.1027
-14.9784 -1.4321
-4.08385 -6.76311
-1.86153 12.7193
46.291 -51.824
114.591 -63.2224
-3.75315 -15.2938
-15.5837 12.1956
-2.08995 4.55967
13.8255 -41.7102
-31.2306 7.426
-30.4113 7.07553
-2.21963 -20.2346
-4.60769 -1.5067
27.116 -16.9295
-4.24476 12.8993
3.89728 21.4874
23.6656 -1.33496
-18.178 5.74936
-40.8006 12.8519
